,School Name,SED Code,Location Code,Community School?,Economic Need Index,School Income Estimate,Percent ELL,Percent Asian,Percent Black,Percent Hispanic,Percent Black / Hispanic,Percent White,Student Attendance Rate,Percent of Students Chronically Absent,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Average ELA Proficiency,Average Math Proficiency,Number of students who registered for the SHSAT,Number of students who took the SHSAT,AllTested,All4,Native4,AfricanAmerican4,Latino4,Islander4,White4,Multiracial4,LimitedEnglish4,Disadv4,AllMath4Tested,AllMath4,NativeMath4,AfricanAmericanMath4,LatinoMath4,IslanderMath4,WhiteMath4,MultiracialMath4,LimitedEnglishMath4,DisadvMath4,Count of Students in HS Admissions,Count of Testers,Count of Offers
888,EAST-WEST SCHOOL OF INTERNATIONAL STUDIES,342500011281,25Q281,No,0.5379999999999999,,7%,67%,10%,18%,28%,4%,98%,2%,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,2.96,3.39,,,51.166666666666664,12.5,0.0,0.0,0.5,11.0,0.0,0.0,0.0,9.5,41.333333333333336,19.0,0.0,0.0,0.16666666666666666,17.166666666666668,0.0,0.0,0.5,15.5,106.0,70.0,20.0
889,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHOOL,342500011285,25Q285,No,0.293,,1%,18%,5%,26%,31%,50%,95%,11%,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,2.84,2.87,,,35.0,5.5,0.0,0.0,1.1666666666666667,0.8333333333333334,2.1666666666666665,0.0,0.0,2.5,23.166666666666668,3.3333333333333335,0.0,0.0,1.0,0.6666666666666666,0.5,0.0,0.0,1.6666666666666667,72.0,16.0,5.0
890,BELL ACADEMY,342500010294,25Q294,No,0.255,,2%,34%,4%,27%,31%,34%,95%,9%,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,3.07,3.16,,,56.5,19.5,0.0,0.0,2.0,9.166666666666666,5.333333333333333,0.0,0.0,8.166666666666666,44.0,17.333333333333332,0.0,0.0,2.5,9.166666666666666,4.0,0.0,0.0,8.5,138.0,69.0,21.0
891,"THE QUEENS COLLEGE SCHOOL FOR MATH, SCIENCE AND TECHNOLOGY",342500011499,25Q499,No,0.354,"$56,351.95 ",4%,53%,22%,12%,35%,10%,97%,3%,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,3.12,3.38,,,50.333333333333336,16.0,0.0,3.1666666666666665,0.3333333333333333,9.166666666666666,0.3333333333333333,0.0,0.0,6.166666666666667,44.5,20.5,0.0,2.5,0.0,14.0,0.6666666666666666,0.0,0.0,9.333333333333334,53.0,40.0,13.0
892,P.S. 018 WINCHESTER,342600010018,26Q018,No,0.261,"$74,750.21 ",7%,72%,10%,11%,20%,6%,96%,8%,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,2.87,3.29,,,51.166666666666664,13.333333333333334,0.0,0.16666666666666666,0.6666666666666666,11.333333333333334,0.0,0.0,0.0,6.833333333333333,52.0,19.166666666666668,0.0,0.5,0.16666666666666666,17.5,0.0,0.0,0.0,8.666666666666666,,,
893,P.S. 026 RUFUS KING,342600010026,26Q026,No,0.389,"$59,032.41 ",10%,61%,10%,16%,26%,11%,96%,10%,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Exceeding Target,3.05,3.25,,,49.333333333333336,12.333333333333334,0.0,0.6666666666666666,1.3333333333333333,9.333333333333334,0.0,0.0,0.0,5.166666666666667,50.166666666666664,19.833333333333332,0.0,0.3333333333333333,3.0,14.666666666666666,0.3333333333333333,0.0,0.16666666666666666,9.166666666666666,,,
894,P.S. 031 BAYSIDE,342600010031,26Q031,No,0.353,"$73,209.31 ",9%,54%,10%,22%,31%,15%,96%,8%,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,2.97,3.39,,,42.666666666666664,9.666666666666666,0.0,0.3333333333333333,1.3333333333333333,6.666666666666667,1.3333333333333333,0.0,0.0,6.333333333333333,43.166666666666664,15.666666666666666,0.0,0.3333333333333333,2.1666666666666665,11.166666666666666,1.6666666666666667,0.0,0.16666666666666666,9.833333333333334,,,
895,P.S. 041 CROCHERON,342600010041,26Q041,No,0.22399999999999998,"$82,681.69 ",5%,45%,2%,19%,21%,31%,97%,6%,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,3.1,3.54,,,45.166666666666664,17.333333333333332,0.0,0.0,0.5,9.666666666666666,5.333333333333333,0.0,0.0,5.5,44.833333333333336,25.5,0.0,0.0,1.3333333333333333,14.833333333333334,6.5,0.0,0.5,8.666666666666666,,,
896,P.S. 046 ALLEY POND,342600010046,26Q046,No,0.33399999999999996,"$67,071.34 ",8%,61%,5%,14%,18%,18%,97%,7%,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,3.03,3.56,,,46.833333333333336,10.5,0.0,0.0,0.16666666666666666,7.5,2.0,0.0,0.16666666666666666,4.0,47.333333333333336,29.333333333333332,0.0,0.0,1.3333333333333333,22.166666666666668,3.8333333333333335,0.0,1.1666666666666667,13.333333333333334,,,
897,J.H.S. 067 LOUIS PASTEUR,342600010067,26Q067,No,0.209,,2%,62%,3%,12%,14%,23%,98%,4%,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,3.27,3.66,,,139.16666666666666,53.333333333333336,0.0,0.0,3.1666666666666665,40.666666666666664,8.5,0.0,0.0,17.333333333333332,88.83333333333333,41.833333333333336,0.0,0.0,1.8333333333333333,32.333333333333336,6.833333333333333,0.0,1.1666666666666667,15.0,309.0,211.0,82.0
898,J.H.S. 074 NATHANIEL HAWTHORNE,342600010074,26Q074,No,0.258,,4%,66%,5%,10%,15%,18%,98%,4%,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,3.29,3.58,,,178.83333333333334,66.0,0.0,0.16666666666666666,3.5,50.166666666666664,10.0,0.3333333333333333,0.16666666666666666,26.166666666666668,158.33333333333334,79.0,0.0,0.16666666666666666,3.3333333333333335,65.0,9.166666666666666,0.5,2.8333333333333335,34.5,416.0,233.0,95.0
899,P.S. 094 DAVID D. PORTER,342600010094,26Q094,No,0.23600000000000002,"$81,270.61 ",7%,45%,5%,22%,27%,25%,97%,5%,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,3.02,3.35,,,29.833333333333332,7.666666666666667,0.0,0.0,0.3333333333333333,4.0,2.1666666666666665,0.0,0.0,2.0,30.166666666666668,12.5,0.0,0.0,0.3333333333333333,7.833333333333333,2.1666666666666665,0.0,0.0,4.833333333333333,,,
900,P.S. 098 THE DOUGLASTON SCHOOL,342600010098,26Q098,No,0.13699999999999998,"$89,380.41 ",2%,28%,5%,15%,20%,46%,96%,4%,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,3.27,3.51,,,14.666666666666666,4.833333333333333,0.0,0.0,0.0,2.5,1.5,0.0,0.0,0.5,15.166666666666666,6.333333333333333,0.0,0.0,0.0,2.8333333333333335,1.6666666666666667,0.0,0.0,1.0,,,
901,THE JAMES J. AMBROSE SCHOOL,342600010115,26Q115,No,0.252,"$79,768.33 ",7%,68%,6%,14%,20%,9%,96%,8%,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,3.26,3.64,,,50.0,17.5,0.0,0.6666666666666666,0.8333333333333334,13.166666666666666,1.3333333333333333,0.0,0.0,5.666666666666667,50.166666666666664,25.166666666666668,0.0,0.8333333333333334,1.6666666666666667,18.666666666666668,1.8333333333333333,0.0,0.0,8.333333333333334,,,
902,P.S. 133 QUEENS,342600010133,26Q133,No,0.33,"$81,807.45 ",7%,64%,6%,15%,21%,12%,96%,7%,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,3.12,3.5,,,32.333333333333336,8.666666666666666,0.0,0.0,1.5,5.833333333333333,0.0,0.0,0.0,4.333333333333333,32.166666666666664,13.5,0.0,0.0,1.3333333333333333,10.166666666666666,0.6666666666666666,0.0,0.0,6.833333333333333,,,
903,M.S. 158 MARIE CURIE,342600010158,26Q158,No,0.27399999999999997,,6%,61%,5%,14%,19%,20%,97%,5%,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,3.15,3.46,,,169.83333333333334,50.0,0.0,0.16666666666666666,3.6666666666666665,35.666666666666664,9.166666666666666,0.0,0.0,24.333333333333332,141.5,59.5,0.0,0.0,3.0,46.666666666666664,8.5,0.0,1.6666666666666667,30.333333333333332,382.0,236.0,84.0
904,P.S. 159,342600010159,26Q159,No,0.317,"$72,313.94 ",14%,52%,2%,18%,20%,27%,97%,5%,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,3.17,3.48,,,50.5,12.0,0.0,0.0,0.0,6.833333333333333,3.3333333333333335,0.0,0.16666666666666666,5.333333333333333,51.166666666666664,23.333333333333332,0.0,0.0,0.0,15.666666666666666,5.0,0.0,1.3333333333333333,12.333333333333334,,,
905,P.S. 162 JOHN GOLDEN,342600010162,26Q162,No,0.311,"$79,341.19 ",12%,70%,2%,11%,13%,15%,97%,4%,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,2.98,3.55,,,61.333333333333336,10.833333333333334,0.0,0.0,0.16666666666666666,9.0,1.3333333333333333,0.0,0.0,5.166666666666667,62.0,29.0,0.0,0.0,0.16666666666666666,25.833333333333332,2.3333333333333335,0.0,0.8333333333333334,17.0,,,
906,IRWIN ALTMAN MIDDLE SCHOOL 172,342600010172,26Q172,No,0.271,,4%,62%,10%,13%,23%,13%,97%,6%,Meeting Target,Approaching Target,Meeting Target,Not Meeting Target,Approaching Target,Approaching Target,Meeting Target,2.96,3.08,,,154.66666666666666,36.5,0.0,1.3333333333333333,2.5,27.333333333333332,3.1666666666666665,0.0,0.0,20.166666666666668,134.83333333333334,30.5,0.0,0.3333333333333333,2.3333333333333335,23.5,3.6666666666666665,0.0,0.3333333333333333,14.5,345.0,189.0,33.0
907,P.S. 173 FRESH MEADOWS,342600010173,26Q173,No,0.306,"$77,541.61 ",10%,58%,1%,11%,13%,27%,97%,5%,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,3.0,3.49,,,78.66666666666667,20.0,0.0,0.0,0.0,13.333333333333334,4.0,0.0,0.16666666666666666,10.166666666666666,80.33333333333333,32.666666666666664,0.0,0.0,0.0,24.666666666666668,5.5,0.0,1.8333333333333333,18.333333333333332,,,
908,P.S./ IS 178 HOLLISWOOD,342600010178,26Q178,No,0.215,"$92,649.61 ",4%,14%,7%,10%,17%,66%,96%,6%,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,2.86,3.28,,,59.333333333333336,12.333333333333334,0.0,0.0,1.6666666666666667,2.3333333333333335,6.0,0.0,0.0,3.1666666666666665,49.166666666666664,17.333333333333332,0.0,0.16666666666666666,2.1666666666666665,3.6666666666666665,9.833333333333334,0.0,0.0,5.0,62.0,23.0,5.0
909,P.S. 186 CASTLEWOOD,342600010186,26Q186,No,0.198,"$77,735.96 ",1%,34%,13%,21%,34%,29%,96%,9%,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Exceeding Target,3.14,3.38,,,22.5,5.666666666666667,0.0,0.3333333333333333,0.5,2.0,1.5,0.0,0.0,1.0,22.666666666666668,8.833333333333334,0.0,0.16666666666666666,1.0,3.6666666666666665,2.5,0.0,0.0,2.1666666666666665,,,
910,P.S. 188 KINGSBURY,342600010188,26Q188,No,0.139,"$83,369.58 ",3%,58%,2%,7%,9%,30%,97%,3%,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,3.46,3.84,,,49.833333333333336,22.666666666666668,0.0,0.0,0.3333333333333333,16.0,5.0,0.0,0.0,4.333333333333333,49.333333333333336,36.0,0.0,0.0,0.6666666666666666,25.666666666666668,7.833333333333333,0.0,0.0,7.333333333333333,,,
911,P.S. 191 MAYFLOWER,342600010191,26Q191,No,0.317,"$80,741.83 ",12%,71%,4%,11%,16%,11%,97%,4%,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,2.99,3.2,,,28.166666666666668,5.5,0.0,0.0,0.16666666666666666,4.0,0.6666666666666666,0.0,0.0,3.0,28.666666666666668,10.166666666666666,0.0,0.0,0.3333333333333333,8.166666666666666,0.6666666666666666,0.0,0.16666666666666666,6.0,,,
912,P.S. 203 OAKLAND GARDENS,342600010203,26Q203,No,0.22399999999999998,"$73,229.87 ",11%,72%,2%,9%,11%,15%,97%,3%,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,3.45,3.83,,,69.16666666666667,28.5,0.0,0.0,0.5,22.666666666666668,4.166666666666667,0.0,0.16666666666666666,8.5,70.0,46.0,0.0,0.0,1.3333333333333333,37.666666666666664,5.5,0.0,1.6666666666666667,16.666666666666668,,,
913,P.S. 205 ALEXANDER GRAHAM BELL,342600010205,26Q205,No,0.203,"$74,068.09 ",5%,39%,2%,22%,23%,34%,97%,4%,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,3.32,3.73,,,22.666666666666668,6.666666666666667,0.0,0.0,0.0,3.1666666666666665,2.5,0.0,0.0,1.6666666666666667,22.833333333333332,12.5,0.0,0.0,0.0,6.166666666666667,4.833333333333333,0.0,0.0,3.0,,,
914,P.S. 213 THE CARL ULLMAN SCHOOL,342600010213,26Q213,No,0.313,"$66,136.85 ",10%,68%,6%,13%,19%,11%,97%,5%,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,3.02,3.4,,,28.5,6.666666666666667,0.0,0.0,0.3333333333333333,5.333333333333333,0.3333333333333333,0.0,0.0,2.6666666666666665,28.666666666666668,12.833333333333334,0.0,0.0,1.0,9.833333333333334,0.8333333333333334,0.0,0.3333333333333333,6.333333333333333,,,
915,J.H.S. 216 GEORGE J. RYAN,342600010216,26Q216,No,0.39899999999999997,,8%,68%,6%,11%,17%,14%,97%,5%,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Approaching Target,Exceeding Target,3.1,3.41,,,221.16666666666666,65.5,0.0,1.8333333333333333,4.833333333333333,51.833333333333336,5.5,0.0,0.16666666666666666,34.666666666666664,221.33333333333334,95.5,0.0,2.0,4.833333333333333,80.16666666666667,7.333333333333333,0.0,3.3333333333333335,53.333333333333336,487.0,304.0,95.0
916,P.S. 221 THE NORTH HILLS SCHOOL,342600010221,26Q221,No,0.21899999999999997,"$84,647.32 ",5%,65%,3%,13%,16%,19%,97%,6%,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,3.14,3.65,,,49.666666666666664,12.666666666666666,0.0,0.0,0.0,10.166666666666666,1.8333333333333333,0.0,0.0,5.333333333333333,50.0,27.833333333333332,0.0,0.0,0.0,22.333333333333332,3.1666666666666665,0.0,0.16666666666666666,11.5,,,
917,P.S./I.S. 266,342600010266,26Q266,No,0.239,"$77,165.95 ",3%,43%,14%,24%,38%,17%,97%,5%,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,3.07,3.33,,,66.5,16.166666666666668,0.0,0.0,4.0,8.166666666666666,3.1666666666666665,0.0,0.0,6.166666666666667,60.833333333333336,17.5,0.0,0.0,3.6666666666666665,9.666666666666666,3.3333333333333335,0.0,0.0,7.833333333333333,79.0,33.0,8.0
918,P.S./M.S 042 R. VERNAM,342700010042,27Q042,Yes,0.825,"$47,183.73 ",4%,1%,71%,24%,95%,2%,88%,48%,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,2.03,1.99,,,69.33333333333333,0.8333333333333334,0.0,0.5,0.16666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,58.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,5.0,5.0
919,P.S. 043,342700010043,27Q043,No,0.79,"$40,256.36 ",9%,4%,60%,31%,91%,4%,91%,34%,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Not Meeting Target,Not Meeting Target,Approaching Target,2.24,2.31,,,92.5,2.6666666666666665,0.0,1.8333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,2.1666666666666665,82.33333333333333,2.5,0.0,1.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,2.0,62.0,7.0,5.0
920,P.S. 045 CLARENCE WITHERSPOON,342700010045,27Q045,No,0.679,"$62,559.30 ",8%,8%,71%,17%,87%,1%,93%,24%,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,Approaching Target,Approaching Target,2.33,2.48,,,29.833333333333332,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,29.666666666666668,1.6666666666666667,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,,,
921,P.S. 047 CHRIS GALAS,342700010047,27Q047,No,0.304,"$67,021.51 ",1%,0%,2%,15%,17%,83%,94%,14%,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,2.97,3.21,,,20.833333333333332,4.333333333333333,0.0,0.0,0.16666666666666666,0.0,1.6666666666666667,0.0,0.0,0.8333333333333334,20.833333333333332,3.3333333333333335,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.8333333333333334,15.0,5.0,5.0
922,M.S. 053 BRIAN PICCOLO,342700010053,27Q053,Yes,0.738,,15%,1%,61%,37%,97%,1%,90%,37%,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,2.14,2.03,,,50.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,51.333333333333336,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,120.0,16.0,5.0
923,P.S. 056 HARRY EICHLER,342700010056,27Q056,No,0.597,"$59,392.37 ",20%,37%,4%,43%,47%,11%,95%,17%,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,2.58,2.82,,,46.333333333333336,5.5,0.0,0.0,2.5,2.0,0.8333333333333334,0.0,0.0,4.0,47.666666666666664,8.833333333333334,0.0,0.0,2.6666666666666665,4.5,1.1666666666666667,0.0,0.3333333333333333,7.166666666666667,,,
924,P.S. 060 WOODHAVEN,342700010060,27Q060,No,0.6409999999999999,"$60,926.76 ",12%,14%,3%,73%,76%,5%,94%,19%,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,2.68,3.17,,,90.33333333333333,11.0,0.0,0.3333333333333333,5.166666666666667,4.0,0.8333333333333334,0.0,0.0,8.0,92.16666666666667,21.5,0.0,0.16666666666666666,13.0,5.833333333333333,1.5,0.0,0.8333333333333334,17.5,,,
925,P. S. 62 - CHESTER PARK SCHOOL,342700010062,27Q062,No,0.612,"$53,133.99 ",16%,62%,3%,27%,30%,2%,95%,15%,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,2.59,2.71,,,73.33333333333333,8.333333333333334,0.0,0.16666666666666666,1.6666666666666667,5.833333333333333,0.0,0.0,0.0,4.166666666666667,74.5,15.333333333333334,0.16666666666666666,0.16666666666666666,1.8333333333333333,12.333333333333334,0.16666666666666666,0.0,0.3333333333333333,8.5,,,
926,P.S. 063 OLD SOUTH,342700010063,27Q063,No,0.606,"$60,178.18 ",12%,31%,5%,51%,56%,8%,94%,20%,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,2.59,2.98,,,112.33333333333333,14.666666666666666,0.0,0.0,5.5,7.666666666666667,1.3333333333333333,0.0,0.0,10.5,115.0,27.166666666666668,0.0,0.6666666666666666,8.833333333333334,13.833333333333334,2.5,0.0,0.8333333333333334,20.5,,,
927,P.S. 064 JOSEPH P. ADDABBO,342700010064,27Q064,No,0.665,"$57,775.21 ",17%,56%,4%,35%,40%,2%,95%,14%,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,2.63,2.8,,,53.333333333333336,5.666666666666667,0.0,0.16666666666666666,1.1666666666666667,4.0,0.0,0.0,0.0,3.5,55.5,7.0,0.0,0.0,1.0,5.666666666666667,0.0,0.0,0.0,5.0,,,
928,P.S. 65 - THE RAYMOND YORK ELEMENTARY SCHOOL,342700010065,27Q065,No,0.613,"$56,450.94 ",9%,40%,6%,41%,47%,4%,93%,24%,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,Exceeding Target,Meeting Target,2.55,2.8,,,39.833333333333336,3.3333333333333335,0.5,0.3333333333333333,0.6666666666666666,1.5,0.0,0.0,0.0,1.8333333333333333,40.0,5.5,0.5,0.3333333333333333,1.3333333333333333,3.3333333333333335,0.0,0.0,0.16666666666666666,2.8333333333333335,,,
929,P.S. 066 JACQUELINE KENNEDY ONASSIS,342700010066,27Q066,No,0.574,"$64,438.03 ",21%,18%,5%,65%,69%,8%,94%,14%,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Approaching Target,Exceeding Target,Exceeding Target,2.77,2.98,,,40.0,4.5,0.0,0.16666666666666666,1.5,1.6666666666666667,0.5,0.0,0.16666666666666666,3.6666666666666665,40.166666666666664,7.333333333333333,0.0,0.0,3.6666666666666665,1.6666666666666667,0.6666666666666666,0.0,0.5,6.333333333333333,,,
930,P.S. 090 HORACE MANN,342700010090,27Q090,No,0.637,"$58,845.51 ",16%,35%,7%,52%,58%,5%,94%,16%,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,2.59,2.87,,,62.833333333333336,5.333333333333333,0.0,0.5,1.3333333333333333,3.3333333333333335,0.0,0.0,0.0,4.5,64.0,8.0,0.0,1.0,1.8333333333333333,4.833333333333333,0.0,0.0,0.3333333333333333,6.333333333333333,,,
931,P.S. 096,342700010096,27Q096,No,0.624,"$50,413.16 ",10%,49%,24%,14%,38%,2%,94%,17%,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,2.6,2.93,,,20.5,1.5,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,1.1666666666666667,20.666666666666668,2.6666666666666665,0.0,0.5,0.0,2.1666666666666665,0.0,0.0,0.0,2.5,,,
932,P.S. 097 FOREST PARK,342700010097,27Q097,No,0.662,"$61,595.17 ",20%,19%,2%,73%,76%,4%,94%,19%,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,2.64,2.92,,,53.166666666666664,6.166666666666667,0.0,0.0,3.1666666666666665,2.8333333333333335,0.0,0.0,0.0,5.5,55.666666666666664,12.166666666666666,0.16666666666666666,0.3333333333333333,5.666666666666667,5.5,0.0,0.0,0.6666666666666666,10.166666666666666,,,
933,P.S. 100 GLEN MORRIS,342700010100,27Q100,No,0.561,"$56,221.29 ",6%,49%,8%,17%,26%,3%,95%,15%,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,2.63,3.04,,,72.0,11.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,7.166666666666667,0.0,0.0,0.0,4.166666666666667,73.0,20.833333333333332,2.0,1.0,1.3333333333333333,15.166666666666666,0.0,0.0,0.0,9.166666666666666,,,
934,P.S. 104 THE BAYS WATER,342700010104,27Q104,No,0.794,,10%,4%,48%,41%,90%,5%,92%,32%,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,2.19,2.35,,,50.0,1.6666666666666667,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,50.5,3.3333333333333335,0.0,0.8333333333333334,1.5,0.5,0.16666666666666666,0.0,0.0,1.5,,,
935,P.S. 105 THE BAY SCHOOL,342700010105,27Q105,No,0.897,"$26,636.28 ",4%,3%,66%,28%,94%,2%,91%,37%,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,2.21,2.22,,,86.5,1.5,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,1.5,81.33333333333333,1.5,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,1.1666666666666667,82.0,7.0,5.0
936,LIGHTHOUSE ELEMENTARY SCHOOL,342700010106,27Q106,No,0.885,"$30,838.56 ",6%,1%,67%,27%,94%,2%,90%,43%,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,Approaching Target,Approaching Target,2.01,2.11,,,15.666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,15.666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,,,
